2.000000000000000000e+00 3.634182548340344349e-02 1.744372462498386053e-04 0.000000000000000000e+00
3.000000000000000000e+00 2.489713225167462102e-02 9.055525632241945570e-05 0.000000000000000000e+00
4.000000000000000000e+00 1.392731389260178261e-02 4.856776578743676314e-05 0.000000000000000000e+00
5.000000000000000000e+00 6.695907224936210357e-03 2.638979716917473734e-05 0.000000000000000000e+00
6.000000000000000000e+00 2.856184795397516407e-03 1.471492079011424585e-05 0.000000000000000000e+00
7.000000000000000000e+00 1.167641800345550328e-03 8.737554567796611659e-06 0.000000000000000000e+00
8.000000000000000000e+00 5.446597509485769399e-04 5.801910765942149102e-06 0.000000000000000000e+00
9.000000000000000000e+00 3.318653513677815312e-04 4.440257243413733754e-06 0.000000000000000000e+00
1.000000000000000000e+01 2.367893210035649013e-04 3.855419624351823183e-06 0.000000000000000000e+00
1.100000000000000000e+01 1.712067084442412865e-04 3.630633909998603661e-06 0.000000000000000000e+00
1.200000000000000000e+01 1.289166239522394821e-04 3.556846759468135925e-06 0.000000000000000000e+00
1.300000000000000000e+01 9.639424689601188063e-05 3.541576087485302312e-06 0.000000000000000000e+00
1.400000000000000000e+01 8.235224374463115491e-05 3.540694600315834168e-06 0.000000000000000000e+00
1.500000000000000000e+01 7.738179910769284187e-05 3.541307958881534024e-06 0.000000000000000000e+00
1.600000000000000000e+01 7.338709618904596635e-05 3.539327523512653705e-06 0.000000000000000000e+00
1.700000000000000000e+01 7.225311984077593497e-05 3.534661334424233847e-06 0.000000000000000000e+00
1.800000000000000000e+01 7.285586686637891059e-05 3.527898318660158175e-06 0.000000000000000000e+00
1.900000000000000000e+01 7.520566059118813753e-05 3.519493180420291150e-06 0.000000000000000000e+00
2.000000000000000000e+01 7.994006906534485723e-05 3.509757392660482694e-06 0.000000000000000000e+00
2.100000000000000000e+01 8.560064782844936649e-05 3.499135817498346221e-06 0.000000000000000000e+00
2.200000000000000000e+01 9.190238822267385896e-05 3.487540366352684784e-06 0.000000000000000000e+00
2.300000000000000000e+01 9.870497109788470465e-05 3.475443785944099657e-06 0.000000000000000000e+00
2.400000000000000000e+01 1.055742683214361852e-04 3.462768142541789339e-06 0.000000000000000000e+00
2.500000000000000000e+01 1.126177834937107695e-04 3.449758726809617787e-06 0.000000000000000000e+00
2.600000000000000000e+01 1.196461688989721052e-04 3.436508545144732541e-06 0.000000000000000000e+00
2.700000000000000000e+01 1.265303867835820199e-04 3.422839995911164774e-06 0.000000000000000000e+00
2.800000000000000000e+01 1.333951192365985603e-04 3.409169683050716669e-06 0.000000000000000000e+00
2.900000000000000000e+01 1.402758674498644426e-04 3.395375563583230577e-06 0.000000000000000000e+00
3.000000000000000000e+01 1.472600274613529848e-04 3.381434673379980915e-06 0.000000000000000000e+00
3.100000000000000000e+01 1.544138393003709837e-04 3.367394625566559190e-06 0.000000000000000000e+00
3.200000000000000000e+01 1.617087218546654965e-04 3.353233658681059646e-06 0.000000000000000000e+00
3.300000000000000000e+01 1.690975965762622920e-04 3.339160191590948049e-06 0.000000000000000000e+00
3.400000000000000000e+01 1.765850158674189688e-04 3.325019424658212448e-06 0.000000000000000000e+00
3.500000000000000000e+01 1.841250054356435156e-04 3.310789857933129267e-06 0.000000000000000000e+00
3.600000000000000000e+01 1.917041347754052522e-04 3.296549588530370106e-06 0.000000000000000000e+00
3.700000000000000000e+01 1.992835560082729745e-04 3.282271653212846975e-06 0.000000000000000000e+00
3.800000000000000000e+01 2.068489470016367314e-04 3.267934706325253438e-06 0.000000000000000000e+00
3.900000000000000000e+01 2.143732606712956269e-04 3.253602514738936804e-06 0.000000000000000000e+00
