2.000000000000000000e+00 4.203191887426388496e-02 -1.165413715786998592e-03 6.316177716347065076e-03
3.000000000000000000e+00 6.541466103112549002e-03 1.654711031025778503e-02 -1.646290386035585999e-03
4.000000000000000000e+00 7.656424878269865904e-03 -4.067345860712141305e-03 1.259288423628126402e-03
5.000000000000000000e+00 1.080428970351820714e-02 -1.980858020153340639e-03 -4.519476075042710788e-04
6.000000000000000000e+00 7.950957547161516649e-04 2.945807650463537573e-03 -6.153409574190106361e-04
7.000000000000000000e+00 2.283877890568652644e-04 -3.720873492738619522e-04 -8.616122291884189925e-04
8.000000000000000000e+00 2.873219502242628769e-04 9.690749898617843352e-04 -7.621164271918979237e-04
9.000000000000000000e+00 4.342803980880536739e-04 1.050316071368433005e-04 -3.406830642431054549e-04
1.000000000000000000e+01 4.704341458098114251e-04 -4.694474950123504525e-04 -1.678808116714658436e-05
1.100000000000000000e+01 2.207788384104907248e-04 1.597900375354140536e-04 7.492377440708836926e-05
1.200000000000000000e+01 2.906890779470826074e-04 2.186305494736785109e-04 -1.983681124539935273e-05
1.300000000000000000e+01 -5.076726798119682749e-05 1.741754750900159035e-04 -5.304559233698508250e-05
1.400000000000000000e+01 1.349166186255449762e-04 7.876096433316160750e-05 -3.776691457125843786e-05
1.500000000000000000e+01 -1.941099723276196859e-04 -6.207414237012633769e-05 -1.049283403481215618e-04
1.600000000000000000e+01 1.313894745830908556e-04 -3.309710344592479140e-05 9.830916768418642500e-05
1.700000000000000000e+01 5.815446081732991842e-04 -6.155344183684717757e-05 -1.051050328579331347e-04
1.800000000000000000e+01 2.153015316867788775e-04 -1.071585124915583527e-04 -5.034624033229870808e-05
1.900000000000000000e+01 2.399789314783383487e-04 -2.978406535446566261e-05 2.754924634821241105e-04
2.000000000000000000e+01 2.819082178185807028e-04 -1.012982395565329948e-04 -5.076867560058777502e-05
2.100000000000000000e+01 1.475266134932635249e-04 1.913067037945204391e-04 -9.693086712542251340e-05
2.200000000000000000e+01 1.156659292938650970e-04 3.765501378293814036e-05 -7.383521067244089135e-05
2.300000000000000000e+01 3.526268438617394187e-05 -2.639315581572191465e-06 1.178865755901989531e-05
2.400000000000000000e+01 -1.146380631946765382e-04 1.669009833818987432e-04 -3.583664867351611319e-05
2.500000000000000000e+01 3.482897204852147279e-04 -9.830074984032639070e-05 4.355722222255305220e-05
2.600000000000000000e+01 -1.095236073990056494e-05 1.829155665947987205e-05 1.544270383479595503e-04
2.700000000000000000e+01 3.919187206402428435e-04 -6.050560846465973777e-05 -4.843883156504272215e-05
2.800000000000000000e+01 4.222873328173384444e-04 4.177685856702407344e-06 -6.139523243073913762e-06
2.900000000000000000e+01 2.202532547140482815e-04 9.204692808801471363e-06 7.039648999774562042e-05
3.000000000000000000e+01 9.569279745766971431e-05 -3.526430639250903372e-05 2.101261880864589379e-05
3.100000000000000000e+01 7.329423355045327560e-05 -2.933565660746331264e-05 -8.556519831622452440e-05
3.200000000000000000e+01 2.200757602080203365e-04 -5.479381583757680506e-05 -2.377462563452154831e-08
3.300000000000000000e+01 1.842025234367672740e-04 7.782472425840099317e-05 1.199500838470130882e-04
3.400000000000000000e+01 3.572653224039419790e-04 -1.110476092418306729e-04 -6.896413309868974285e-05
3.500000000000000000e+01 1.575439838220355361e-04 1.102191262315010511e-04 1.268707541969050254e-04
3.600000000000000000e+01 1.619366291414745971e-04 5.369646806594247963e-05 1.184318380810034724e-04
3.700000000000000000e+01 -1.184741330024798057e-05 1.979902168504469145e-05 2.373487966666040154e-04
3.800000000000000000e+01 1.816187367367464063e-04 1.327236614558953290e-04 4.082148496164585453e-05
3.900000000000000000e+01 1.274848082241333998e-04 1.017100482048128901e-04 -2.712842375961843720e-04
4.000000000000000000e+01 4.075376446772066086e-04 6.426848052831420370e-05 1.158242700743094140e-04
4.100000000000000000e+01 2.875011843468177155e-04 1.675677395822914087e-04 -1.409300223834610726e-04
4.200000000000000000e+01 1.607924761301144896e-04 1.465803421539291543e-04 6.140160491592804850e-05
4.300000000000000000e+01 -1.409985148078193742e-04 1.095246383518754592e-04 1.166538344486796108e-04
4.400000000000000000e+01 -1.622729113004866858e-04 5.281045935539295419e-05 -3.964485276232757141e-05
4.500000000000000000e+01 4.679878862911190040e-04 2.729699758328170802e-04 2.476280719747966550e-05
4.600000000000000000e+01 2.369145703670800520e-04 -2.615449422876161463e-06 1.004830815817300833e-05
4.700000000000000000e+01 2.455481682264578234e-05 -7.357858109810391017e-06 -6.077223234039627148e-05
4.800000000000000000e+01 1.888322650040600073e-04 -1.415972201305899781e-04 -7.843656479814562957e-06
4.900000000000000000e+01 5.226974693198723800e-04 -1.441810536513576154e-04 -6.393209471746929781e-05
5.000000000000000000e+01 3.223305471185543584e-04 1.340350809091629550e-04 8.843341189190914188e-05
5.100000000000000000e+01 4.218599820662889005e-05 -8.289184151804123422e-05 4.557077627922299456e-07
5.200000000000000000e+01 1.269501054991732767e-04 -1.212552879079102170e-04 -1.297052870218542606e-04
5.300000000000000000e+01 3.813397867652511090e-04 2.547560602843642095e-05 -5.854329726998207627e-06
5.400000000000000000e+01 1.555093937871489848e-04 6.948039143170111763e-05 2.362331710429449371e-05
5.500000000000000000e+01 6.370288995392889633e-04 8.204279072431577531e-06 4.623287549122962988e-05
5.600000000000000000e+01 2.582699207049229365e-04 8.364027741540770428e-07 8.790818670737869645e-05
5.700000000000000000e+01 3.254269036379032446e-04 1.105336293580689086e-04 1.641788858928013223e-04
5.800000000000000000e+01 4.686611211314197184e-04 -2.886191072663769543e-06 -1.704458014850754907e-04
5.900000000000000000e+01 3.602989160764826274e-04 -2.014790321231493960e-04 -2.131585340171728631e-05
6.000000000000000000e+01 6.160384359142573405e-04 1.155647716935417029e-04 1.530235827373924542e-04
6.100000000000000000e+01 7.640363934497823584e-04 2.688169885464447985e-04 -3.665798093922767816e-05
6.200000000000000000e+01 4.554792202045980531e-04 -1.043338082471004382e-04 -1.769251341155456320e-04
6.300000000000000000e+01 2.284592698498520203e-04 6.785451447220878997e-05 3.765073395799609850e-05
6.400000000000000000e+01 4.350312949754663104e-04 -7.272050642982962618e-05 2.389765090863160820e-04
6.500000000000000000e+01 5.750341770000331034e-04 -3.049745895098394670e-05 8.247246529194156501e-05
6.600000000000000000e+01 4.341088284467154151e-04 6.180749366267394428e-05 -1.873287835029647976e-04
6.700000000000000000e+01 4.807143139211418809e-04 3.563483370421918420e-05 9.062924101199928734e-05
6.800000000000000000e+01 3.356184366991499701e-04 1.865709318828750492e-05 8.081776076459760820e-05
6.900000000000000000e+01 3.723275899788824677e-04 4.611948205470963640e-05 -4.398389274616939105e-05
7.000000000000000000e+01 4.987184142582651606e-04 1.101921039707184937e-05 -5.095707468088789808e-05
7.100000000000000000e+01 2.341312644376218903e-04 -5.975165463064156221e-05 -2.467214592885446335e-05
7.200000000000000000e+01 2.706320646964623599e-04 6.615823717275300738e-05 6.881495582307476386e-05
7.300000000000000000e+01 5.493971672973304741e-04 1.286092201183888056e-05 2.413906677636380363e-05
7.400000000000000000e+01 5.646734721092272740e-04 -5.301206643673224813e-05 -1.057582967261172551e-04
7.500000000000000000e+01 3.512302123742093202e-04 9.040392735227503025e-05 -1.130899753701209512e-05
7.600000000000000000e+01 4.262450276526672747e-04 -6.374688726791564260e-05 3.985667987407389470e-05
7.700000000000000000e+01 5.271828199733838514e-04 6.970153814664566962e-05 1.298413284572831233e-05
7.800000000000000000e+01 3.989236591077467090e-04 3.099144364696779062e-05 1.596913192498396173e-04
7.900000000000000000e+01 6.086782479086252440e-04 -4.441753289772971947e-05 2.353549991446673688e-06
8.000000000000000000e+01 3.370124323340170343e-04 6.644141556317074439e-05 -3.828396429493339219e-05
8.100000000000000000e+01 3.808259238219372975e-04 4.579199957978805736e-05 8.559959997707709920e-05
8.200000000000000000e+01 5.303350359617927312e-04 -1.304833429502391207e-04 1.569335174241825854e-06
8.300000000000000000e+01 4.017502165756447140e-04 4.032455934676096152e-05 8.439594787554797063e-05
8.400000000000000000e+01 6.134533452875950889e-04 1.073975564125692465e-04 -1.124619618490637545e-04
8.500000000000000000e+01 6.314353332770143452e-04 -2.663068912639564103e-05 -2.019537177208215658e-05
8.600000000000000000e+01 4.096959530008662236e-04 6.231047614859583036e-05 1.778261242110631079e-04
8.700000000000000000e+01 3.859319055910339128e-04 7.191596627488156988e-07 -5.088858008962689184e-06
8.800000000000000000e+01 3.507767432541202685e-04 -1.421290995833342078e-04 1.247246971026664110e-04
8.900000000000000000e+01 1.401971054637960346e-04 -6.266275534323380596e-05 -7.880721620948733170e-05
9.000000000000000000e+01 3.765922449340217701e-04 1.735341431636232181e-04 -8.881274489911228484e-05
9.100000000000000000e+01 7.130065274343411804e-04 -1.401669139092792575e-05 1.318381503071677883e-04
9.200000000000000000e+01 6.287762702016834546e-04 -4.281955874090072616e-05 1.417701156856024207e-04
9.300000000000000000e+01 6.774230488549133015e-04 9.337513401677062844e-05 -2.335615250443672181e-04
9.400000000000000000e+01 4.978480252792733115e-04 5.069635363583540163e-05 7.040404593715856262e-05
9.500000000000000000e+01 5.755523379140679375e-04 3.348781443486280921e-06 -1.567539038698592639e-05
9.600000000000000000e+01 2.499067390792157855e-04 -3.340251779822963691e-05 -9.694251571283380060e-05
9.700000000000000000e+01 4.220188597956610701e-04 -7.850852439586902809e-06 1.044674468264137338e-04
9.800000000000000000e+01 6.361616108395292367e-04 -9.851453792210518735e-06 4.354971070319309338e-05
