2	1.143564354e-02
3	1.671494707e-02
4	2.174610063e-02
5	2.672072430e-02
6	3.171248827e-02
7	3.672103188e-02
8	4.174928321e-02
9	4.679825576e-02
10	5.186977517e-02
11	5.695487745e-02
12	6.204970460e-02
13	6.715245452e-02
14	7.226167992e-02
15	7.737285737e-02
16	8.248945605e-02
17	8.761212230e-02
18	9.274097253e-02
19	9.787618835e-02
20	1.030132687e-01
21	1.081516473e-01
22	1.132909199e-01
23	1.184322909e-01
24	1.235730723e-01
25	1.287129633e-01
26	1.338516129e-01
27	1.389888898e-01
28	1.441266052e-01
29	1.492634844e-01
30	1.543971971e-01
31	1.595277358e-01
32	1.646549497e-01
33	1.697788648e-01
34	1.748992726e-01
35	1.800120734e-01
36	1.851216163e-01
37	1.902291365e-01
38	1.953346934e-01
39	2.004382238e-01
40	2.055397723e-01
41	2.106393836e-01
42	2.157371063e-01
43	2.208342534e-01
44	2.259308249e-01
45	2.310249843e-01
46	2.361168899e-01
47	2.412064411e-01
48	2.462936938e-01
49	2.513788417e-01
50	2.564617153e-01
51	2.615424376e-01
52	2.666212302e-01
53	2.716977261e-01
54	2.767709363e-01
55	2.818424609e-01
56	2.869124115e-01
57	2.919806745e-01
58	2.970474437e-01
59	3.021126240e-01
60	3.071763050e-01
61	3.122385554e-01
62	3.172993865e-01
63	3.223588578e-01
64	3.274169620e-01
65	3.324736562e-01
66	3.375293892e-01
67	3.425850831e-01
68	3.476392832e-01
69	3.526922092e-01
70	3.577437624e-01
71	3.627939932e-01
72	3.678429089e-01
73	3.728905618e-01
74	3.779370636e-01
75	3.829822615e-01
76	3.880261965e-01
77	3.930690587e-01
78	3.981107213e-01
79	4.031511657e-01
80	4.081905931e-01
81	4.132289104e-01
82	4.182666354e-01
83	4.233094268e-01
84	4.283503741e-01
85	4.333896637e-01
86	4.384272434e-01
87	4.434630014e-01
88	4.484972693e-01
89	4.535297416e-01
90	4.585605189e-01
91	4.635897204e-01
92	4.686173461e-01
93	4.736433439e-01
94	4.786678702e-01
95	4.836906977e-01
96	4.887120426e-01
97	4.937317930e-01
98	4.987500943e-01
99	5.037668757e-01
100	5.087822713e-01
101	5.137960315e-01
102	5.188091248e-01
103	5.238280445e-01
104	5.288446881e-01
105	5.338593237e-01
106	5.388718098e-01
107	5.438823104e-01
108	5.488906913e-01
109	5.538970977e-01
110	5.589014366e-01
111	5.639037900e-01
112	5.689041428e-01
113	5.739025846e-01
114	5.788991451e-01
115	5.838937312e-01
116	5.888864361e-01
117	5.938771740e-01
118	5.988661572e-01
119	6.038532183e-01
120	6.088384688e-01
121	6.138218530e-01
122	6.188035309e-01
123	6.237834096e-01
124	6.287614554e-01
125	6.337378733e-01
126	6.387125589e-01
127	6.436876841e-01
128	6.486692429e-01
129	6.536483727e-01
130	6.586250961e-01
131	6.635993794e-01
132	6.685714275e-01
133	6.735410988e-01
134	6.785084642e-01
135	6.834734306e-01
136	6.884361506e-01
137	6.933965832e-01
138	6.983547509e-01
139	7.033107392e-01
140	7.082644626e-01
141	7.132159211e-01
142	7.181652710e-01
143	7.231123522e-01
144	7.280573100e-01
145	7.329999879e-01
146	7.379406914e-01
147	7.428792194e-01
148	7.478155792e-01
149	7.527498566e-01
150	7.576821335e-01
151	7.626122534e-01
152	7.675403394e-01
153	7.724664286e-01
154	7.773904130e-01
155	7.823124304e-01
156	7.872324996e-01
157	7.921505161e-01
158	7.970693819e-01
159	8.019940518e-01
160	8.069161400e-01
161	8.118358329e-01
162	8.167529292e-01
163	8.216676638e-01
164	8.265799433e-01
165	8.314896449e-01
166	8.363969848e-01
167	8.413019031e-01
168	8.462044224e-01
169	8.511046059e-01
170	8.560022898e-01
171	8.608976044e-01
172	8.657905161e-01
173	8.706810288e-01
174	8.755692802e-01
175	8.804551475e-01
176	8.853387162e-01
177	8.902198821e-01
178	8.950987086e-01
179	8.999752030e-01
180	9.048494473e-01
181	9.097213410e-01
182	9.145909846e-01
183	9.194583669e-01
184	9.243234061e-01
185	9.291861281e-01
186	9.340467267e-01
187	9.389050826e-01
188	9.437610991e-01
189	9.486149475e-01
190	9.534665421e-01
191	9.583158679e-01
192	9.631631337e-01
193	9.680080451e-01
194	9.728507772e-01
195	9.776914194e-01
196	9.825297929e-01
197	9.873721860e-01
198	9.922139533e-01
199	9.970532842e-01
200	1.001890074e+00
201	1.006724503e+00
202	1.011556450e+00
203	1.016385999e+00
204	1.021213021e+00
205	1.026037715e+00
206	1.030859843e+00
207	1.035679586e+00
208	1.040497016e+00
209	1.045311961e+00
210	1.050124530e+00
211	1.054935109e+00
212	1.059742086e+00
213	1.064547602e+00
214	1.069350719e+00
215	1.074151330e+00
216	1.078949302e+00
217	1.083745018e+00
218	1.088538110e+00
219	1.093329787e+00
220	1.098118026e+00
221	1.102904730e+00
222	1.107689064e+00
223	1.112469871e+00
224	1.117249276e+00
225	1.122026213e+00
226	1.126800824e+00
227	1.131573919e+00
228	1.136343624e+00
229	1.141110875e+00
