# ell, 100x100, 100x143, 100x217, 143x143, 143x217, 217x217
 154 801.207895 460.347915 309.115184 508.585220 306.775783 310.142718
 155 798.557207 459.289303 308.353273 506.854207 306.030185 309.208500
 156 795.932461 458.240030 307.598202 505.140294 305.291258 308.283158
 157 793.333237 457.199956 306.849868 503.443204 304.558898 307.366552
 158 790.759124 456.168939 306.108165 501.762664 303.833005 306.458543
 159 788.209723 455.146844 305.372995 500.098409 303.113482 305.558996
 160 785.684640 454.133537 304.644257 498.450178 302.400232 304.667779
 161 783.183491 453.128887 303.921856 496.817717 301.693161 303.784763
 162 780.705902 452.132766 303.205697 495.200779 300.992177 302.909822
 163 778.251506 451.145050 302.495686 493.599119 300.297191 302.042831
 164 775.819944 450.165615 301.791735 492.012501 299.608113 301.183671
 165 773.410864 449.194341 301.093753 490.440691 298.924857 300.332222
 166 771.023923 448.231112 300.401654 488.883461 298.247340 299.488369
 167 768.658784 447.275810 299.715354 487.340589 297.575478 298.651998
 168 766.315117 446.328325 299.034767 485.811857 296.909189 297.822999
 169 763.992601 445.388544 298.359814 484.297051 296.248395 297.001262
 170 761.690920 444.456359 297.690413 482.795962 295.593018 296.186680
 171 759.409764 443.531665 297.026487 481.308385 294.942981 295.379150
 172 757.148830 442.614357 296.367958 479.834121 294.298209 294.578569
 173 754.907823 441.704333 295.714752 478.372972 293.658629 293.784837
 174 752.686451 440.801493 295.066794 476.924747 293.024169 292.997856
 175 750.484430 439.905739 294.424011 475.489257 292.394759 292.217530
 176 748.301481 439.016975 293.786334 474.066317 291.770330 291.443764
 177 746.137331 438.135105 293.153692 472.655747 291.150813 290.676466
 178 743.991712 437.260038 292.526017 471.257370 290.536142 289.915545
 179 741.864361 436.391683 291.903243 469.871011 289.926252 289.160914
 180 739.755022 435.529950 291.285302 468.496501 289.321080 288.412483
 181 737.663440 434.674753 290.672132 467.133672 288.720562 287.670169
 182 735.589371 433.826005 290.063668 465.782361 288.124636 286.933888
 183 733.532569 432.983622 289.459849 464.442408 287.533243 286.203556
 184 731.492799 432.147522 288.860614 463.113654 286.946323 285.479095
 185 729.469826 431.317623 288.265903 461.795947 286.363818 284.760424
 186 727.463421 430.493847 287.675657 460.489134 285.785670 284.047466
 187 725.473360 429.676113 287.089819 459.193066 285.211824 283.340145
 188 723.499422 428.864347 286.508332 457.907599 284.642225 282.638387
 189 721.541392 428.058472 285.931141 456.632590 284.076818 281.942118
 190 719.599057 427.258415 285.358191 455.367897 283.515550 281.251265
 191 717.672209 426.464102 284.789429 454.113384 282.958370 280.565759
 192 715.760643 425.675463 284.224802 452.868914 282.405225 279.885530
 193 713.864159 424.892427 283.664258 451.634357 281.856067 279.210511
 194 711.982560 424.114925 283.107747 450.409581 281.310844 278.540633
 195 710.115652 423.342890 282.555219 449.194459 280.769510 277.875832
 196 708.263246 422.576254 282.006625 447.988865 280.232015 277.216042
 197 706.425154 421.814953 281.461916 446.792676 279.698314 276.561202
 198 704.601195 421.058923 280.921046 445.605771 279.168359 275.911248
 199 702.791188 420.308099 280.383968 444.428031 278.642107 275.266119
 200 700.994956 419.562420 279.850636 443.259340 278.119512 274.625755
 201 699.212326 418.821825 279.321006 442.099582 277.600530 273.990098
 202 697.443127 418.086254 278.795033 440.948646 277.085119 273.359089
 203 695.687192 417.355648 278.272674 439.806420 276.573236 272.732671
 204 693.944356 416.629948 277.753886 438.672796 276.064840 272.110789
 205 692.214457 415.909099 277.238627 437.547667 275.559890 271.493387
 206 690.497336 415.193042 276.726856 436.430927 275.058345 270.880411
 207 688.792837 414.481724 276.218533 435.322475 274.560166 270.271808
 208 687.100806 413.775090 275.713617 434.222208 274.065315 269.667525
 209 685.421093 413.073087 275.212069 433.130026 273.573752 269.067511
 210 683.753548 412.375661 274.713851 432.045832 273.085441 268.471717
 211 682.098026 411.682762 274.218924 430.969529 272.600344 267.880091
 212 680.454383 410.994339 273.727252 429.901022 272.118425 267.292585
 213 678.822478 410.310340 273.238797 428.840219 271.639647 266.709150
 214 677.202173 409.630718 272.753524 427.787027 271.163977 266.129741
 215 675.593329 408.955423 272.271396 426.741357 270.691379 265.554309
 216 673.995815 408.284407 271.792379 425.703120 270.221818 264.982809
 217 672.409496 407.617625 271.316437 424.672229 269.755262 264.415197
 218 670.834244 406.955029 270.843538 423.648597 269.291677 263.851427
 219 669.269930 406.296574 270.373648 422.632141 268.831030 263.291456
 220 667.716428 405.642215 269.906733 421.622778 268.373290 262.735242
 221 666.173615 404.991908 269.442762 420.620426 267.918425 262.182741
 222 664.641369 404.345610 268.981703 419.625004 267.466403 261.633913
 223 663.119571 403.703277 268.523523 418.636434 267.017195 261.088716
 224 661.608101 403.064868 268.068193 417.654638 266.570770 260.547111
 225 660.106844 402.430340 267.615681 416.679538 266.127098 260.009056
 226 658.615685 401.799654 267.165958 415.711061 265.686151 259.474514
 227 657.134513 401.172768 266.718994 414.749131 265.247898 258.943446
 228 655.663216 400.549644 266.274760 413.793675 264.812313 258.415814
 229 654.201685 399.930241 265.833228 412.844622 264.379366 257.891581
 230 652.749812 399.314522 265.394369 411.901901 263.949031 257.370709
 231 651.307493 398.702448 264.958155 410.965441 263.521280 256.853164
 232 649.874623 398.093982 264.524559 410.035175 263.096087 256.338908
 233 648.451098 397.489088 264.093553 409.111035 262.673425 255.827908
 234 647.036820 396.887728 263.665112 408.192954 262.253269 255.320128
 235 645.631686 396.289867 263.239209 407.280867 261.835592 254.815535
 236 644.235601 395.695470 262.815818 406.374709 261.420369 254.314095
 237 642.848467 395.104502 262.394914 405.474416 261.007577 253.815774
 238 641.470189 394.516929 261.976471 404.579926 260.597189 253.320541
 239 640.100673 393.932717 261.560465 403.691177 260.189182 252.828363
 240 638.739828 393.351832 261.146872 402.808108 259.783533 252.339209
 241 637.387562 392.774241 260.735667 401.930659 259.380217 251.853047
 242 636.043785 392.199913 260.326826 401.058772 258.979212 251.369847
 243 634.708410 391.628816 259.920326 400.192387 258.580495 250.889578
 244 633.381348 391.060917 259.516145 399.331449 258.184043 250.412211
 245 632.062516 390.496186 259.114259 398.475899 257.789835 249.937716
 246 630.751827 389.934592 258.714646 397.625683 257.397847 249.466064
 247 629.449198 389.376105 258.317284 396.780746 257.008060 248.997227
 248 628.154548 388.820695 257.922152 395.941033 256.620450 248.531176
 249 626.867795 388.268333 257.529226 395.106491 256.234999 248.067884
 250 625.588860 387.718989 257.138487 394.277068 255.851684 247.607323
 251 624.317663 387.172636 256.749914 393.452711 255.470485 247.149467
 252 623.054128 386.629244 256.363485 392.633371 255.091383 246.694287
 253 621.798177 386.088787 255.979180 391.818995 254.714357 246.241760
 254 620.549736 385.551236 255.596980 391.009535 254.339388 245.791857
 255 619.308729 385.016565 255.216865 390.204942 253.966456 245.344554
 256 618.075083 384.484746 254.838814 389.405167 253.595543 244.899826
 257 616.848727 383.955754 254.462809 388.610163 253.226629 244.457648
 258 615.629588 383.429562 254.088831 387.819882 252.859696 244.017994
 259 614.417597 382.906145 253.716860 387.034279 252.494726 243.580842
 260 613.212683 382.385477 253.346879 386.253307 252.131701 243.146167
 261 612.014778 381.867533 252.978868 385.476922 251.770602 242.713945
 262 610.823815 381.352288 252.612811 384.705079 251.411412 242.284153
 263 609.639727 380.839719 252.248688 383.937734 251.054114 241.856769
 264 608.462448 380.329801 251.886483 383.174844 250.698691 241.431770
 265 607.291914 379.822509 251.526178 382.416366 250.345125 241.009133
 266 606.128059 379.317822 251.167757 381.662258 249.993400 240.588836
 267 604.970822 378.815715 250.811201 380.912478 249.643499 240.170858
 268 603.820139 378.316165 250.456494 380.166986 249.295406 239.755177
 269 602.675949 377.819151 250.103620 379.425741 248.949105 239.341772
 270 601.538192 377.324649 249.752563 378.688703 248.604580 238.930622
 271 600.406807 376.832639 249.403306 377.955832 248.261816 238.521706
 272 599.281735 376.343097 249.055833 377.227090 247.920796 238.115005
 273 598.162918 375.856002 248.710129 376.502438 247.581506 237.710497
 274 597.050298 375.371334 248.366179 375.781838 247.243930 237.308163
 275 595.943818 374.889071 248.023967 375.065254 246.908053 236.907983
 276 594.843422 374.409193 247.683477 374.352647 246.573862 236.509939
 277 593.749055 373.931679 247.344696 373.643981 246.241340 236.114010
 278 592.660662 373.456508 247.007608 372.939222 245.910474 235.720178
 279 591.578188 372.983662 246.672198 372.238332 245.581250 235.328425
 280 590.501581 372.513120 246.338453 371.541276 245.253653 234.938732
 281 589.430788 372.044862 246.006358 370.848021 244.927670 234.551080
 282 588.365756 371.578871 245.675899 370.158532 244.603287 234.165452
 283 587.306434 371.115125 245.347062 369.472775 244.280490 233.781830
 284 586.252772 370.653608 245.019833 368.790717 243.959266 233.400197
 285 585.204719 370.194299 244.694200 368.112324 243.639602 233.020535
 286 584.162225 369.737181 244.370148 367.437565 243.321485 232.642827
 287 583.125243 369.282236 244.047664 366.766407 243.004902 232.267056
 288 582.093723 368.829446 243.726736 366.098818 242.689839 231.893206
 289 581.067618 368.378793 243.407350 365.434767 242.376286 231.521260
 290 580.046880 367.930259 243.089493 364.774223 242.064228 231.151201
 291 579.031464 367.483828 242.773153 364.117156 241.753654 230.783015
 292 578.021323 367.039482 242.458318 363.463535 241.444551 230.416684
 293 577.016411 366.597204 242.144976 362.813330 241.136909 230.052193
 294 576.016684 366.156978 241.833113 362.166512 240.830713 229.689527
 295 575.022098 365.718786 241.522718 361.523052 240.525954 229.328670
 296 574.032608 365.282614 241.213779 360.882921 240.222619 228.969607
 297 573.048172 364.848444 240.906285 360.246090 239.920697 228.612323
 298 572.068745 364.416260 240.600223 359.612532 239.620176 228.256804
 299 571.094287 363.986048 240.295583 358.982218 239.321046 227.903034
 300 570.124756 363.557791 239.992352 358.355121 239.023295 227.550999
 301 569.160109 363.131473 239.690520 357.731214 238.726912 227.200685
 302 568.200307 362.707081 239.390076 357.110471 238.431886 226.852079
 303 567.245308 362.284597 239.091008 356.492864 238.138207 226.505164
 304 566.295074 361.864009 238.793306 355.878367 237.845865 226.159929
 305 565.349564 361.445300 238.496959 355.266956 237.554847 225.816360
 306 564.408740 361.028457 238.201956 354.658603 237.265145 225.474442
 307 563.472563 360.613464 237.908287 354.053284 236.976748 225.134162
 308 562.540994 360.200308 237.615941 353.450973 236.689646 224.795508
 309 561.613998 359.788975 237.324909 352.851647 236.403829 224.458467
 310 560.691535 359.379450 237.035180 352.255280 236.119286 224.123024
 311 559.773570 358.971720 236.746743 351.661849 235.836009 223.789169
 312 558.860066 358.565771 236.459590 351.071330 235.553987 223.456887
 313 557.950987 358.161590 236.173710 350.483698 235.273210 223.126167
 314 557.046297 357.759163 235.889093 349.898931 234.993670 222.796997
 315 556.145962 357.358477 235.605731 349.317005 234.715357 222.469363
 316 555.249946 356.959518 235.323612 348.737899 234.438262 222.143254
 317 554.358216 356.562275 235.042729 348.161588 234.162375 221.818659
 318 553.470736 356.166735 234.763071 347.588052 233.887687 221.495565
 319 552.587475 355.772883 234.484630 347.017267 233.614190 221.173960
 320 551.708397 355.380709 234.207396 346.449212 233.341874 220.853834
 321 550.833472 354.990200 233.931361 345.883866 233.070731 220.535174
 322 549.962665 354.601343 233.656515 345.321206 232.800752 220.217970
 323 549.095944 354.214126 233.382849 344.761213 232.531928 219.902210
 324 548.233279 353.828537 233.110356 344.203865 232.264251 219.587883
 325 547.374637 353.444565 232.839025 343.649141 231.997713 219.274978
 326 546.519988 353.062197 232.568849 343.097021 231.732304 218.963485
 327 545.669300 352.681423 232.299820 342.547485 231.468017 218.653393
 328 544.822543 352.302230 232.031928 342.000513 231.204844 218.344691
 329 543.979687 351.924607 231.765166 341.456085 230.942776 218.037368
 330 543.140702 351.548542 231.499525 340.914181 230.681806 217.731415
 331 542.305559 351.174025 231.234998 340.374783 230.421925 217.426821
 332 541.474228 350.801045 230.971575 339.837871 230.163126 217.123576
 333 540.646681 350.429591 230.709250 339.303425 229.905401 216.821670
 334 539.822889 350.059651 230.448014 338.771429 229.648742 216.521093
 335 539.002823 349.691215 230.187860 338.241861 229.393142 216.221835
 336 538.186457 349.324273 229.928780 337.714706 229.138593 215.923886
 337 537.373761 348.958813 229.670766 337.189944 228.885087 215.627238
 338 536.564709 348.594827 229.413810 336.667557 228.632618 215.331879
 339 535.759274 348.232302 229.157906 336.147528 228.381178 215.037802
 340 534.957428 347.871229 228.903046 335.629838 228.130759 214.744996
 341 534.159146 347.511599 228.649222 335.114472 227.881356 214.453452
 342 533.364400 347.153400 228.396427 334.601411 227.632959 214.163161
 343 532.573166 346.796623 228.144654 334.090638 227.385563 213.874115
 344 531.785416 346.441259 227.893897 333.582136 227.139161 213.586304
 345 531.001127 346.087297 227.644147 333.075890 226.893745 213.299718
 346 530.220271 345.734728 227.395398 332.571881 226.649309 213.014351
 347 529.442826 345.383542 227.147642 332.070095 226.405846 212.730192
 348 528.668765 345.033731 226.900874 331.570514 226.163350 212.447234
 349 527.898065 344.685284 226.655087 331.073123 225.921813 212.165467
 350 527.130701 344.338193 226.410273 330.577906 225.681229 211.884883
 351 526.366649 343.992447 226.166426 330.084846 225.441592 211.605474
 352 525.605885 343.648039 225.923539 329.593930 225.202896 211.327232
 353 524.848387 343.304960 225.681607 329.105140 224.965133 211.050149
 354 524.094130 342.963199 225.440622 328.618463 224.728298 210.774215
 355 523.343092 342.622749 225.200578 328.133882 224.492385 210.499425
 356 522.595250 342.283601 224.961468 327.651384 224.257386 210.225768
 357 521.850582 341.945746 224.723287 327.170952 224.023297 209.953238
 358 521.109064 341.609175 224.486029 326.692573 223.790111 209.681827
 359 520.370675 341.273881 224.249686 326.216232 223.557821 209.411526
 360 519.635394 340.939855 224.014254 325.741914 223.326423 209.142329
 361 518.903197 340.607087 223.779725 325.269606 223.095910 208.874228
 362 518.174065 340.275571 223.546095 324.799294 222.866276 208.607215
 363 517.447975 339.945298 223.313356 324.330963 222.637516 208.341283
 364 516.724906 339.616260 223.081504 323.864599 222.409624 208.076425
 365 516.004838 339.288449 222.850532 323.400189 222.182593 207.812632
 366 515.287750 338.961856 222.620435 322.937720 221.956419 207.549899
 367 514.573622 338.636475 222.391207 322.477178 221.731096 207.288218
 368 513.862432 338.312297 222.162842 322.018550 221.506619 207.027581
 369 513.154162 337.989314 221.935335 321.561822 221.282981 206.767983
 370 512.448791 337.667520 221.708679 321.106982 221.060178 206.509415
 371 511.746299 337.346905 221.482871 320.654016 220.838204 206.251871
 372 511.046668 337.027464 221.257904 320.202913 220.617053 205.995344
 373 510.349877 336.709188 221.033772 319.753658 220.396722 205.739828
 374 509.655908 336.392069 220.810471 319.306241 220.177203 205.485315
 375 508.964742 336.076102 220.587995 318.860647 219.958493 205.231799
 376 508.276359 335.761277 220.366339 318.416866 219.740585 204.979274
 377 507.590741 335.447589 220.145498 317.974884 219.523476 204.727733
 378 506.907870 335.135030 219.925466 317.534691 219.307159 204.477170
 379 506.227728 334.823593 219.706239 317.096273 219.091630 204.227578
 380 505.550296 334.513271 219.487810 316.659619 218.876884 203.978950
 381 504.875557 334.204057 219.270177 316.224717 218.662917 203.731282
 382 504.203492 333.895945 219.053332 315.791556 218.449722 203.484565
 383 503.534085 333.588927 218.837272 315.360124 218.237295 203.238795
 384 502.867317 333.282996 218.621992 314.930410 218.025632 202.993965
 385 502.203171 332.978146 218.407486 314.502402 217.814728 202.750069
 386 501.541631 332.674371 218.193750 314.076089 217.604578 202.507101
 387 500.882679 332.371664 217.980780 313.651460 217.395178 202.265056
 388 500.226299 332.070017 217.768569 313.228504 217.186522 202.023926
 389 499.572474 331.769426 217.557115 312.807211 216.978606 201.783708
 390 498.921187 331.469883 217.346411 312.387568 216.771427 201.544393
 391 498.272421 331.171382 217.136454 311.969567 216.564978 201.305978
 392 497.626162 330.873917 216.927239 311.553195 216.359256 201.068456
 393 496.982392 330.577481 216.718761 311.138443 216.154257 200.831822
 394 496.341097 330.282068 216.511017 310.725301 215.949976 200.596069
 395 495.702259 329.987673 216.304001 310.313757 215.746408 200.361194
 396 495.065863 329.694289 216.097708 309.903801 215.543550 200.127189
 397 494.431895 329.401910 215.892136 309.495424 215.341396 199.894050
 398 493.800338 329.110530 215.687279 309.088616 215.139944 199.661771
 399 493.171177 328.820143 215.483133 308.683365 214.939188 199.430347
 400 492.544398 328.530743 215.279694 308.279664 214.739125 199.199773
 401 491.919984 328.242325 215.076958 307.877501 214.539750 198.970043
 402 491.297922 327.954882 214.874920 307.476867 214.341060 198.741153
 403 490.678197 327.668410 214.673577 307.077753 214.143050 198.513096
 404 490.060794 327.382901 214.472923 306.680148 213.945715 198.285868
 405 489.445699 327.098352 214.272956 306.284045 213.749054 198.059465
 406 488.832897 326.814755 214.073671 305.889432 213.553060 197.833880
 407 488.222374 326.532106 213.875064 305.496301 213.357731 197.609109
 408 487.614116 326.250398 213.677131 305.104642 213.163062 197.385146
 409 487.008110 325.969628 213.479868 304.714448 212.969050 197.161988
 410 486.404341 325.689788 213.283272 304.325707 212.775691 196.939629
 411 485.802795 325.410874 213.087338 303.938412 212.582981 196.718065
 412 485.203460 325.132881 212.892062 303.552554 212.390916 196.497290
 413 484.606321 324.855803 212.697442 303.168124 212.199492 196.277300
 414 484.011365 324.579634 212.503472 302.785112 212.008707 196.058090
 415 483.418579 324.304371 212.310149 302.403511 211.818555 195.839656
