# ell, 100x100, 100x143, 100x217, 143x143, 143x217, 217x217
  86 423.950018 235.502474 140.879925 248.220344 139.905716 148.984524
  87 421.453340 234.422526 140.341222 246.835640 139.377196 148.253768
  88 419.000266 233.360133 139.810907 245.474716 138.856883 147.535105
  89 416.589543 232.314810 139.288752 244.136895 138.344556 146.828196
  90 414.219967 231.286091 138.774542 242.821527 137.840003 146.132719
  91 411.890379 230.273526 138.268064 241.527986 137.343018 145.448360
  92 409.599670 229.276684 137.769118 240.255671 136.853404 144.774821
  93 407.346768 228.295150 137.277510 239.004004 136.370971 144.111812
  94 405.130646 227.328524 136.793051 237.772429 135.895536 143.459055
  95 402.950314 226.376421 136.315561 236.560410 135.426922 142.816284
  96 400.804819 225.438469 135.844866 235.367431 134.964959 142.183240
  97 398.693244 224.514310 135.380799 234.192996 134.509483 141.559674
  98 396.614704 223.603599 134.923196 233.036626 134.060335 140.945348
  99 394.568347 222.706003 134.471901 231.897860 133.617363 140.340029
 100 392.553352 221.821200 134.026764 230.776251 133.180419 139.743495
 101 390.568924 220.948880 133.587638 229.671372 132.749359 139.155531
 102 388.614300 220.088743 133.154382 228.582806 132.324046 138.575928
 103 386.688741 219.240499 132.726860 227.510155 131.904347 138.004486
 104 384.791534 218.403867 132.304940 226.453030 131.490132 137.441010
 105 382.921990 217.578578 131.888493 225.411060 131.081278 136.885313
 106 381.079443 216.764369 131.477398 224.383881 130.677662 136.337214
 107 379.263250 215.960986 131.071533 223.371146 130.279168 135.796536
 108 377.472788 215.168184 130.670783 222.372517 129.885683 135.263110
 109 375.707457 214.385726 130.275037 221.387666 129.497097 134.736772
 110 373.966673 213.613382 129.884185 220.416279 129.113305 134.217362
 111 372.249873 212.850928 129.498122 219.458048 128.734202 133.704726
 112 370.556511 212.098150 129.116746 218.512677 128.359689 133.198714
 113 368.886059 211.354837 128.739958 217.579879 127.989669 132.699183
 114 367.238006 210.620786 128.367662 216.659377 127.624049 132.205991
 115 365.611854 209.895802 127.999764 215.750900 127.262737 131.719002
 116 364.007123 209.179692 127.636175 214.854187 126.905644 131.238085
 117 362.423347 208.472271 127.276806 213.968985 126.552685 130.763112
 118 360.860075 207.773360 126.921572 213.095047 126.203776 130.293957
 119 359.316867 207.082785 126.570390 212.232135 125.858837 129.830502
 120 357.793297 206.400374 126.223180 211.380018 125.517788 129.372627
 121 356.288954 205.725965 125.879863 210.538470 125.180553 128.920220
 122 354.803436 205.059396 125.540364 209.707275 124.847057 128.473171
 123 353.336353 204.400512 125.204608 208.886218 124.517229 128.031371
 124 351.887328 203.749162 124.872524 208.075095 124.190998 127.594717
 125 350.455993 203.105199 124.544041 207.273706 123.868295 127.163107
 126 349.041991 202.468480 124.219092 206.481856 123.549054 126.736442
 127 347.644975 201.838866 123.897610 205.699356 123.233211 126.314626
 128 346.264608 201.216221 123.579531 204.926022 122.920701 125.897567
 129 344.900561 200.600414 123.264793 204.161675 122.611464 125.485173
 130 343.552517 199.991317 122.953333 203.406141 122.305440 125.077356
 131 342.220163 199.388804 122.645092 202.659252 122.002570 124.674030
 132 340.903199 198.792755 122.340013 201.920841 121.702798 124.275111
 133 339.601330 198.203050 122.038039 201.190750 121.406069 123.880517
 134 338.314270 197.619575 121.739115 200.468821 121.112328 123.490170
 135 337.041741 197.042217 121.443187 199.754903 120.821523 123.103992
 136 335.783470 196.470866 121.150202 199.048848 120.533603 122.721907
 137 334.539195 195.905416 120.860110 198.350511 120.248518 122.343841
 138 333.308656 195.345763 120.572862 197.659752 119.966220 121.969724
 139 332.091604 194.791805 120.288407 196.976434 119.686659 121.599486
 140 330.887794 194.243443 120.006699 196.300422 119.409791 121.233057
 141 329.696988 193.700581 119.727692 195.631588 119.135570 120.870372
 142 328.518952 193.163124 119.451341 194.969803 118.863951 120.511367
 143 327.353461 192.630981 119.177601 194.314945 118.594893 120.155977
 144 326.200293 192.104061 118.906429 193.666891 118.328351 119.804141
 145 325.059233 191.582277 118.637783 193.025525 118.064286 119.455798
 146 323.930070 191.065544 118.371623 192.390731 117.802657 119.110891
 147 322.812599 190.553778 118.107908 191.762398 117.543425 118.769361
 148 321.706619 190.046897 117.846599 191.140414 117.286551 118.431153
 149 320.611936 189.544821 117.587657 190.524674 117.031998 118.096211
 150 319.528357 189.047473 117.331046 189.915073 116.779730 117.764483
 151 318.455698 188.554777 117.076728 189.311508 116.529710 117.435916
 152 317.393774 188.066658 116.824669 188.713881 116.281904 117.110458
 153 316.342409 187.583044 116.574832 188.122093 116.036277 116.788061
 154 315.301429 187.103863 116.327183 187.536050 115.792796 116.468674
 155 314.270663 186.629046 116.081690 186.955659 115.551428 116.152252
 156 313.249946 186.158525 115.838320 186.380828 115.312141 115.838746
 157 312.239116 185.692234 115.597040 185.811469 115.074903 115.528111
 158 311.238014 185.230108 115.357818 185.247495 114.839684 115.220303
 159 310.246485 184.772082 115.120626 184.688820 114.606455 114.915279
 160 309.264378 184.318095 114.885431 184.135363 114.375185 114.612994
 161 308.291543 183.868086 114.652206 183.587041 114.145845 114.313408
 162 307.327837 183.421996 114.420921 183.043775 113.918408 114.016480
 163 306.373117 182.979765 114.191548 182.505488 113.692846 113.722170
 164 305.427244 182.541337 113.964059 181.972102 113.469132 113.430438
 165 304.490084 182.106655 113.738428 181.443545 113.247239 113.141247
 166 303.561501 181.675666 113.514627 180.919742 113.027142 112.854558
 167 302.641368 181.248315 113.292632 180.400622 112.808815 112.570336
 168 301.729556 180.824550 113.072416 179.886116 112.592234 112.288543
 169 300.825940 180.404320 112.853954 179.376155 112.377373 112.009146
 170 299.930400 179.987573 112.637223 178.870672 112.164209 111.732108
 171 299.042814 179.574261 112.422199 178.369602 111.952718 111.457397
 172 298.163066 179.164336 112.208857 177.872880 111.742878 111.184979
 173 297.291041 178.757749 111.997174 177.380443 111.534666 110.914822
 174 296.426627 178.354453 111.787129 176.892229 111.328060 110.646894
 175 295.569714 177.954405 111.578700 176.408179 111.123038 110.381164
 176 294.720195 177.557558 111.371863 175.928232 110.919579 110.117600
 177 293.877962 177.163870 111.166599 175.452331 110.717663 109.856174
 178 293.042913 176.773296 110.962886 174.980419 110.517268 109.596856
 179 292.214946 176.385795 110.760704 174.512439 110.318374 109.339616
 180 291.393962 176.001325 110.560033 174.048338 110.120963 109.084427
 181 290.579863 175.619847 110.360852 173.588062 109.925014 108.831261
 182 289.772553 175.241319 110.163143 173.131557 109.730508 108.580091
 183 288.971939 174.865703 109.966887 172.678773 109.537428 108.330890
 184 288.177928 174.492961 109.772065 172.229658 109.345755 108.083631
 185 287.390430 174.123054 109.578658 171.784164 109.155470 107.838289
 186 286.609357 173.755947 109.386649 171.342241 108.966557 107.594839
 187 285.834621 173.391603 109.196020 170.903841 108.778998 107.353256
 188 285.066138 173.029985 109.006754 170.468918 108.592775 107.113516
 189 284.303824 172.671060 108.818834 170.037426 108.407873 106.875595
 190 283.547596 172.314793 108.632242 169.609319 108.224275 106.639469
 191 282.797374 171.961150 108.446963 169.184553 108.041965 106.405115
 192 282.053080 171.610098 108.262981 168.763084 107.860926 106.172511
 193 281.314635 171.261605 108.080279 168.344871 107.681144 105.941635
 194 280.581963 170.915639 107.898841 167.929869 107.502604 105.712465
 195 279.854989 170.572168 107.718654 167.518040 107.325289 105.484979
 196 279.133640 170.231161 107.539701 167.109341 107.149186 105.259157
 197 278.417844 169.892589 107.361968 166.703734 106.974280 105.034977
 198 277.707530 169.556421 107.185440 166.301179 106.800557 104.812420
 199 277.002628 169.222628 107.010103 165.901638 106.628002 104.591465
 200 276.303070 168.891182 106.835944 165.505073 106.456603 104.372094
 201 275.608788 168.562054 106.662947 165.111447 106.286345 104.154286
 202 274.919717 168.235216 106.491100 164.720724 106.117215 103.938022
 203 274.235792 167.910642 106.320389 164.332868 105.949200 103.723285
 204 273.556949 167.588304 106.150801 163.947844 105.782287 103.510056
 205 272.883125 167.268176 105.982323 163.565617 105.616464 103.298316
 206 272.214259 166.950232 105.814943 163.186153 105.451718 103.088049
 207 271.550290 166.634447 105.648647 162.809419 105.288036 102.879236
 208 270.891160 166.320795 105.483424 162.435383 105.125408 102.671861
 209 270.236808 166.009251 105.319262 162.064011 104.963820 102.465907
 210 269.587179 165.699792 105.156148 161.695273 104.803262 102.261358
 211 268.942215 165.392394 104.994072 161.329136 104.643721 102.058196
 212 268.301860 165.087032 104.833020 160.965571 104.485187 101.856406
 213 267.666061 164.783685 104.672983 160.604547 104.327648 101.655973
 214 267.034764 164.482329 104.513949 160.246034 104.171094 101.456881
 215 266.407914 164.182941 104.355906 159.890003 104.015513 101.259114
 216 265.785462 163.885500 104.198845 159.536426 103.860895 101.062658
 217 265.167355 163.589984 104.042754 159.185275 103.707230 100.867497
 218 264.553542 163.296372 103.887623 158.836520 103.554508 100.673618
 219 263.943976 163.004643 103.733441 158.490136 103.402717 100.481006
 220 263.338606 162.714775 103.580199 158.146095 103.251849 100.289647
 221 262.737385 162.426750 103.427887 157.804371 103.101893 100.099527
 222 262.140266 162.140545 103.276494 157.464937 102.952839 99.910632
 223 261.547202 161.856143 103.126010 157.127768 102.804679 99.722949
 224 260.958147 161.573523 102.976428 156.792839 102.657403 99.536466
 225 260.373057 161.292666 102.827736 156.460125 102.511002 99.351168
 226 259.791888 161.013554 102.679925 156.129601 102.365466 99.167043
 227 259.214595 160.736168 102.532987 155.801243 102.220786 98.984078
 228 258.641136 160.460489 102.386912 155.475028 102.076955 98.802262
 229 258.071468 160.186500 102.241692 155.150932 101.933962 98.621581
 230 257.505551 159.914183 102.097318 154.828932 101.791800 98.442023
 231 256.943342 159.643519 101.953781 154.509006 101.650459 98.263578
 232 256.384802 159.374494 101.811073 154.191131 101.509933 98.086233
 233 255.829891 159.107088 101.669185 153.875285 101.370212 97.909976
 234 255.278570 158.841285 101.528109 153.561446 101.231288 97.734796
 235 254.730800 158.577070 101.387837 153.249594 101.093154 97.560682
 236 254.186544 158.314425 101.248361 152.939706 100.955801 97.387624
 237 253.645763 158.053335 101.109673 152.631764 100.819222 97.215609
 238 253.108422 157.793784 100.971765 152.325745 100.683409 97.044628
 239 252.574483 157.535756 100.834629 152.021630 100.548355 96.874670
 240 252.043911 157.279237 100.698259 151.719399 100.414052 96.705724
 241 251.516671 157.024210 100.562646 151.419033 100.280493 96.537780
 242 250.992727 156.770661 100.427784 151.120513 100.147671 96.370828
 243 250.472047 156.518576 100.293664 150.823819 100.015578 96.204859
 244 249.954596 156.267940 100.160280 150.528932 99.884207 96.039862
 245 249.440340 156.018738 100.027625 150.235835 99.753553 95.875827
 246 248.929248 155.770957 99.895691 149.944509 99.623607 95.712745
 247 248.421286 155.524582 99.764472 149.654937 99.494363 95.550608
 248 247.916423 155.279601 99.633961 149.367100 99.365814 95.389404
 249 247.414628 155.035999 99.504152 149.080981 99.237954 95.229126
 250 246.915870 154.793763 99.375037 148.796564 99.110777 95.069764
 251 246.420117 154.552880 99.246611 148.513830 98.984276 94.911309
 252 245.927341 154.313337 99.118866 148.232764 98.858444 94.753753
 253 245.437511 154.075122 98.991797 147.953350 98.733276 94.597086
 254 244.950598 153.838221 98.865397 147.675570 98.608765 94.441301
 255 244.466573 153.602622 98.739660 147.399408 98.484905 94.286389
 256 243.985408 153.368313 98.614580 147.124850 98.361691 94.132341
 257 243.507075 153.135283 98.490152 146.851880 98.239116 93.979149
 258 243.031546 152.903518 98.366368 146.580481 98.117175 93.826806
 259 242.558794 152.673007 98.243223 146.310640 97.995861 93.675303
 260 242.088792 152.443739 98.120712 146.042341 97.875170 93.524633
 261 241.621513 152.215701 97.998828 145.775569 97.755095 93.374787
 262 241.156931 151.988884 97.877567 145.510309 97.635632 93.225758
 263 240.695020 151.763275 97.756922 145.246549 97.516774 93.077538
 264 240.235756 151.538863 97.636888 144.984272 97.398516 92.930121
 265 239.779112 151.315638 97.517460 144.723466 97.280853 92.783497
 266 239.325063 151.093589 97.398632 144.464116 97.163780 92.637661
 267 238.873586 150.872704 97.280399 144.206209 97.047292 92.492605
 268 238.424656 150.652975 97.162756 143.949732 96.931383 92.348322
 269 237.978250 150.434390 97.045698 143.694671 96.816048 92.204805
 270 237.534343 150.216939 96.929218 143.441013 96.701282 92.062047
 271 237.092912 150.000612 96.813314 143.188745 96.587081 91.920041
 272 236.653935 149.785399 96.697979 142.937855 96.473440 91.778780
 273 236.217389 149.571290 96.583209 142.688330 96.360353 91.638259
 274 235.783251 149.358276 96.468998 142.440157 96.247816 91.498469
 275 235.351500 149.146346 96.355343 142.193325 96.135825 91.359406
 276 234.922113 148.935492 96.242237 141.947820 96.024374 91.221061
 277 234.495070 148.725704 96.129678 141.703632 95.913460 91.083430
 278 234.070348 148.516973 96.017659 141.460748 95.803077 90.946505
 279 233.647927 148.309290 95.906177 141.219157 95.693221 90.810281
 280 233.227787 148.102645 95.795227 140.978847 95.583888 90.674751
 281 232.809906 147.897030 95.684805 140.739806 95.475073 90.539910
 282 232.394265 147.692437 95.574905 140.502025 95.366772 90.405751
 283 231.980844 147.488855 95.465525 140.265491 95.258981 90.272269
 284 231.569623 147.286277 95.356659 140.030193 95.151695 90.139458
 285 231.160582 147.084694 95.248303 139.796121 95.044911 90.007312
 286 230.753702 146.884098 95.140453 139.563265 94.938624 89.875825
 287 230.348965 146.684481 95.033106 139.331613 94.832831 89.744992
 288 229.946352 146.485834 94.926256 139.101154 94.727526 89.614808
 289 229.545844 146.288149 94.819900 138.871880 94.622707 89.485266
 290 229.147422 146.091418 94.714033 138.643779 94.518370 89.356362
 291 228.751069 145.895634 94.608653 138.416842 94.414509 89.228089
 292 228.356767 145.700788 94.503754 138.191059 94.311123 89.100444
 293 227.964499 145.506873 94.399334 137.966419 94.208206 88.973420
 294 227.574246 145.313882 94.295388 137.742913 94.105755 88.847013
 295 227.185992 145.121805 94.191912 137.520532 94.003767 88.721217
 296 226.799720 144.930638 94.088904 137.299266 93.902237 88.596027
 297 226.415413 144.740371 93.986358 137.079106 93.801163 88.471439
 298 226.033054 144.550997 93.884272 136.860042 93.700540 88.347447
 299 225.652626 144.362510 93.782641 136.642066 93.600365 88.224047
 300 225.274115 144.174902 93.681463 136.425167 93.500635 88.101233
 301 224.897503 143.988166 93.580734 136.209338 93.401345 87.979002
 302 224.522775 143.802296 93.480450 135.994570 93.302494 87.857348
 303 224.149915 143.617284 93.380607 135.780854 93.204076 87.736266
 304 223.778907 143.433123 93.281203 135.568181 93.106090 87.615753
 305 223.409737 143.249808 93.182235 135.356542 93.008531 87.495803
 306 223.042389 143.067330 93.083697 135.145930 92.911396 87.376413
 307 222.676849 142.885685 92.985589 134.936335 92.814682 87.257577
 308 222.313101 142.704864 92.887905 134.727751 92.718387 87.139291
 309 221.951131 142.524862 92.790643 134.520168 92.622506 87.021552
 310 221.590924 142.345672 92.693800 134.313578 92.527036 86.904353
 311 221.232467 142.167288 92.597373 134.107974 92.431975 86.787693
 312 220.875745 141.989705 92.501358 133.903347 92.337320 86.671565
 313 220.520744 141.812914 92.405752 133.699691 92.243066 86.555967
 314 220.167450 141.636912 92.310553 133.496997 92.149213 86.440894
 315 219.815850 141.461691 92.215757 133.295257 92.055755 86.326341
 316 219.465930 141.287245 92.121361 133.094465 91.962691 86.212306
 317 219.117678 141.113569 92.027363 132.894612 91.870018 86.098783
 318 218.771078 140.940657 91.933759 132.695691 91.777732 85.985770
 319 218.426120 140.768504 91.840546 132.497695 91.685831 85.873261
 320 218.082789 140.597102 91.747722 132.300617 91.594313 85.761254
 321 217.741073 140.426448 91.655284 132.104450 91.503173 85.649744
 322 217.400959 140.256534 91.563228 131.909187 91.412410 85.538729
 323 217.062436 140.087357 91.471553 131.714820 91.322021 85.428203
 324 216.725490 139.918909 91.380256 131.521342 91.232003 85.318163
 325 216.390109 139.751186 91.289333 131.328748 91.142353 85.208606
 326 216.056281 139.584183 91.198782 131.137030 91.053069 85.099528
 327 215.723995 139.417894 91.108600 130.946182 90.964148 84.990926
 328 215.393238 139.252314 91.018786 130.756196 90.875587 84.882795
 329 215.063999 139.087437 90.929335 130.567067 90.787385 84.775133
 330 214.736265 138.923259 90.840246 130.378788 90.699538 84.667937
 331 214.410027 138.759775 90.751515 130.191352 90.612044 84.561201
 332 214.085272 138.596979 90.663142 130.004754 90.524900 84.454924
 333 213.761989 138.434866 90.575122 129.818986 90.438104 84.349102
 334 213.440168 138.273432 90.487453 129.634044 90.351654 84.243732
 335 213.119796 138.112672 90.400134 129.449920 90.265547 84.138809
 336 212.800864 137.952581 90.313161 129.266608 90.179781 84.034332
 337 212.483360 137.793154 90.226532 129.084103 90.094353 83.930297
 338 212.167274 137.634386 90.140245 128.902399 90.009261 83.826700
 339 211.852596 137.476273 90.054297 128.721489 89.924503 83.723539
 340 211.539314 137.318810 89.968686 128.541369 89.840076 83.620810
 341 211.227419 137.161992 89.883410 128.362031 89.755978 83.518510
 342 210.916900 137.005816 89.798467 128.183471 89.672207 83.416637
 343 210.607748 136.850275 89.713853 128.005683 89.588761 83.315187
 344 210.299952 136.695367 89.629568 127.828661 89.505637 83.214157
 345 209.993503 136.541086 89.545608 127.652400 89.422834 83.113545
 346 209.688390 136.387429 89.461972 127.476894 89.340349 83.013347
 347 209.384604 136.234390 89.378657 127.302138 89.258179 82.913560
 348 209.082136 136.081966 89.295661 127.128126 89.176324 82.814182
 349 208.780975 135.930153 89.212982 126.954854 89.094780 82.715209
 350 208.481113 135.778946 89.130618 126.782315 89.013546 82.616639
 351 208.182540 135.628340 89.048567 126.610505 88.932619 82.518470
 352 207.885248 135.478333 88.966826 126.439418 88.851998 82.420698
 353 207.589226 135.328919 88.885394 126.269050 88.771680 82.323320
 354 207.294465 135.180095 88.804269 126.099396 88.691664 82.226334
 355 207.000958 135.031857 88.723448 125.930449 88.611948 82.129738
 356 206.708695 134.884201 88.642930 125.762207 88.532529 82.033528
 357 206.417667 134.737123 88.562712 125.594662 88.453405 81.937702
 358 206.127865 134.590619 88.482793 125.427812 88.374575 81.842257
 359 205.839282 134.444685 88.403171 125.261650 88.296037 81.747191
 360 205.551908 134.299317 88.323843 125.096172 88.217789 81.652501
 361 205.265735 134.154512 88.244809 124.931374 88.139829 81.558185
 362 204.980755 134.010266 88.166065 124.767250 88.062155 81.464240
 363 204.696959 133.866575 88.087610 124.603797 87.984765 81.370663
 364 204.414340 133.723436 88.009442 124.441009 87.907658 81.277453
 365 204.132889 133.580845 87.931560 124.278882 87.830831 81.184606
 366 203.852598 133.438797 87.853961 124.117411 87.754284 81.092121
 367 203.573459 133.297291 87.776644 123.956592 87.678013 80.999995
 368 203.295464 133.156322 87.699607 123.796421 87.602018 80.908225
 369 203.018606 133.015886 87.622848 123.636894 87.526296 80.816809
 370 202.742877 132.875981 87.546365 123.478005 87.450846 80.725745
 371 202.468269 132.736602 87.470157 123.319751 87.375666 80.635031
 372 202.194774 132.597747 87.394222 123.162127 87.300755 80.544664
 373 201.922385 132.459411 87.318558 123.005129 87.226110 80.454642
 374 201.651096 132.321593 87.243163 122.848754 87.151730 80.364963
 375 201.380897 132.184287 87.168037 122.692996 87.077614 80.275624
 376 201.111782 132.047492 87.093176 122.537852 87.003760 80.186624
 377 200.843744 131.911204 87.018580 122.383318 86.930166 80.097960
 378 200.576776 131.775419 86.944247 122.229390 86.856830 80.009630
 379 200.310870 131.640134 86.870175 122.076063 86.783752 79.921632
 380 200.046020 131.505347 86.796363 121.923334 86.710929 79.833963
 381 199.782218 131.371054 86.722809 121.771199 86.638359 79.746622
 382 199.519457 131.237252 86.649511 121.619655 86.566042 79.659607
 383 199.257732 131.103937 86.576468 121.468696 86.493976 79.572915
 384 198.997034 130.971108 86.503678 121.318320 86.422159 79.486545
 385 198.737358 130.838760 86.431140 121.168522 86.350589 79.400494
 386 198.478696 130.706891 86.358853 121.019300 86.279266 79.314760
 387 198.221042 130.575498 86.286814 120.870648 86.208187 79.229342
 388 197.964390 130.444578 86.215022 120.722565 86.137352 79.144237
 389 197.708733 130.314128 86.143477 120.575045 86.066758 79.059444
 390 197.454064 130.184145 86.072175 120.428085 85.996405 78.974960
 391 197.200377 130.054626 86.001116 120.281683 85.926291 78.890784
 392 196.947667 129.925568 85.930299 120.135833 85.856414 78.806914
 393 196.695926 129.796969 85.859722 119.990533 85.786773 78.723347
 394 196.445149 129.668826 85.789383 119.845780 85.717367 78.640082
 395 196.195329 129.541136 85.719281 119.701569 85.648194 78.557118
 396 195.946461 129.413896 85.649415 119.557898 85.579253 78.474451
 397 195.698537 129.287103 85.579783 119.414763 85.510543 78.392081
 398 195.451553 129.160755 85.510384 119.272161 85.442061 78.310006
 399 195.205503 129.034849 85.441217 119.130088 85.373808 78.228223
 400 194.960380 128.909383 85.372280 118.988541 85.305781 78.146732
 401 194.716178 128.784353 85.303572 118.847517 85.237979 78.065529
 402 194.472893 128.659758 85.235091 118.707012 85.170401 77.984615
 403 194.230518 128.535594 85.166836 118.567024 85.103046 77.903986
 404 193.989047 128.411860 85.098807 118.427549 85.035912 77.823641
 405 193.748476 128.288552 85.031001 118.288584 84.968998 77.743578
 406 193.508798 128.165668 84.963417 118.150126 84.902302 77.663796
 407 193.270007 128.043205 84.896055 118.012172 84.835824 77.584293
 408 193.032100 127.921161 84.828912 117.874718 84.769563 77.505067
 409 192.795069 127.799534 84.761987 117.737763 84.703516 77.426117
 410 192.558910 127.678321 84.695280 117.601302 84.637683 77.347441
 411 192.323617 127.557520 84.628789 117.465333 84.572063 77.269038
 412 192.089185 127.437127 84.562513 117.329852 84.506654 77.190905
 413 191.855609 127.317142 84.496450 117.194857 84.441456 77.113042
 414 191.622883 127.197561 84.430600 117.060346 84.376466 77.035446
 415 191.391003 127.078383 84.364961 116.926314 84.311684 76.958116
 416 191.159963 126.959604 84.299532 116.792759 84.247109 76.881051
 417 190.929758 126.841223 84.234312 116.659678 84.182739 76.804249
 418 190.700384 126.723237 84.169299 116.527069 84.118574 76.727708
 419 190.471835 126.605644 84.104493 116.394929 84.054612 76.651428
 420 190.244106 126.488442 84.039892 116.263255 83.990851 76.575405
 421 190.017193 126.371629 83.975495 116.132043 83.927292 76.499640
